Unnamed: 0,name,business_status,geometry/location/lat,geometry/location/lng,vicinity,place_id,skills,team_size,availability,open_status_throughout_week,open_day,open_hour_monday_start,open_hour_monday_end,open_hour_tuesday_start,open_hour_tuesday_end,open_hour_wednesday_start,open_hour_wednesday_end,open_hour_thursday_start,open_hour_thursday_end,open_hour_friday_start,open_hour_friday_end,open_hour_saturday_start,open_hour_saturday_end,open_hour_sunday_start,open_hour_sunday_end
103,Freiwillige Feuerwehr Silwingen,OPERATIONAL,49.423543,6.5689518,"Mondorfer Str., Merzig",ChIJ-eoLVn8OlUcRBJTJLKoZhXk,['hazardous materials'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,23:59,09:00,19:00,00:00,23:00,00:00,23:59,13:00,23:59,10:00,23:59,04:00,23:59
104,Freiwillige Feuerwehr Besseringen,OPERATIONAL,49.4756199,6.6076112,"Pastor-Krayer-Straße 998, Merzig",ChIJGcPXyO0MlUcRBjBv7h-ANvQ,"['technical rescue', 'emergency medical', 'firefighting']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,22:00,00:00,18:00,00:00,13:00,12:00,18:00,00:00,23:00,17:00,23:59,06:00,23:59
105,Feuerwehr Dillingen/Saar | Löschbezirk Innenstadt,OPERATIONAL,49.35460579999999,6.7234234,"Merziger Str. 60, Dillingen/Saar",ChIJneWaa42nlUcR2D-SBFGNF-U,"['technical rescue', 'emergency medical']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
106,Freiwillige Feuerwehr Wallerfangen Lbz. Mitte,OPERATIONAL,49.31658849999999,6.650662199999999,"Jakobusstraße 53, Wallerfangen",ChIJ23bkdzUGlUcR_9QL4hbh1gY,"['firefighting', 'hazardous materials', 'emergency medical']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,23:00,00:00,23:59,00:00,22:00,00:00,23:00,23:00,23:59,11:00,11:00,00:00,23:59
107,Feuerwehr Leidingen,OPERATIONAL,49.308032,6.6094075,"Ihner Str. 19B, Wallerfangen",ChIJQ3x6uYEHlUcRtsAXlM2zxwM,"['firefighting', 'hazardous materials']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,21:00,23:00,17:00,23:59,00:00,17:00,16:00,23:59,00:00,19:00,05:00,22:00,00:00,23:59
108,Feuerwehrgerätehäuser Eimersdorf,OPERATIONAL,49.38279,6.65328,"Im Steinrisser 2, Rehlingen-Siersburg",ChIJ8fargRsJlUcRNuqR3uu5lDw,"['hazardous materials', 'emergency medical']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
109,Freiwillige Feuerwehr,OPERATIONAL,49.4045573,6.6502781,"Herrenstraße 6, Rehlingen-Siersburg",ChIJ1XhjwmkJlUcR1vhLGjgJ8QU,['hazardous materials'],3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
110,Freiwillige Feuerwehr Bietzen,OPERATIONAL,49.412552,6.6530406,"Martinusstraße 30B, Merzig",ChIJTdxijUcJlUcRRyFBt_mDAJI,"['hazardous materials', 'technical rescue']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,11:00,13:00,04:00,23:59,22:00,00:00,12:00,23:59,21:00,23:59,18:00,23:59,00:00,23:59
111,Feuerwehrgerätehäuser,OPERATIONAL,49.3865106,6.6148938,"Kumpfwies 4, Rehlingen-Siersburg",ChIJQWM8xNMOlUcRQNXwRf-6A8Y,['emergency medical'],3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
112,Freiwillige Feuerwehr Wittersheim,OPERATIONAL,49.1854329,7.1651601,"Merowingerstraße 18, Mandelbachtal",ChIJmz3yaQDLlUcRs3N0ukpGJ_M,"['firefighting', 'emergency medical', 'hazardous materials']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
113,Freiwillige Feuerwehr Bebelsheim,OPERATIONAL,49.1651017,7.1620992,"Kaiserstraße 55, Mandelbachtal",ChIJn_sQwGDLlUcRL48rqskYfYo,"['hazardous materials', 'firefighting']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,08:00,23:59,16:00,23:59,22:00,23:59,19:00,23:59
114,Freiwillige Feuerwehr Bliesdalheim,OPERATIONAL,49.1727512,7.236713699999999,"L105 34-28, Gersheim",ChIJw-2hhg7NlUcRskH5Umnq3xg,['emergency medical'],7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,08:00,18:00,00:00,23:59,02:00,23:59,09:00,21:00,00:00,21:00,01:00,23:59,00:00,09:00
115,Feuerwehr Stadt Ottweiler,OPERATIONAL,49.4058144,7.1577932,"Im Alten Weiher 12, Ottweiler",ChIJxbIuecHAlUcRG_QVi42mnm4,['firefighting'],3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,00:00,23:59,00:00,12:00,00:00,23:59,01:00,14:00,20:00,08:00,00:00,23:00,00:00,20:00
116,Freiwillige Feuerwehr Mainzweiler,OPERATIONAL,49.4178507,7.1185941,"Stegbachstraße 2, Ottweiler",ChIJCUxRTWS_lUcRSX5Y0MJWQbU,['firefighting'],8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,23:59,09:00,23:59,12:00,00:00,18:00,23:59,19:00,23:59,22:00,22:00,00:00,18:00
117,KMC Fire Station 1,OPERATIONAL,49.4409152,7.6022652,Ramstein-Miesenbach,ChIJwWi_QWd1lkcRAoLErGqgh2k,"['hazardous materials', 'technical rescue', 'emergency medical', 'firefighting']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,23:59,00:00,16:00,00:00,23:59,00:00,23:59,18:00,23:59,00:00,10:00,00:00,23:59
118,Freiwillige Feuerwehr Gersheim,OPERATIONAL,49.1453719,7.202904299999999,"Lohweg 1, Gersheim",ChIJMycmRdHMlUcRt-WeKiVQS-A,"['emergency medical', 'firefighting', 'hazardous materials', 'technical rescue']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
119,Feuerwehr Friedrichweiler,OPERATIONAL,49.2396324,6.7463603,Wadgassen,ChIJtyrgk6mrlUcRt3KtjCnG3SE,"['hazardous materials', 'firefighting', 'technical rescue']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
120,Feuerwehrleute,OPERATIONAL,49.1583577,7.028522499999999,"5 Rue des Fermes, Grosbliederstroff",ChIJR5o4uzG1lUcRL02IR2vQtlI,"['technical rescue', 'firefighting']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
121,Sapeurs-Pompiers de Blies Ebersing,OPERATIONAL,49.1244625,7.1440639,Blies-Ébersing,ChIJH9PmiGk1lEcRD5xTAWHDvfk,"['hazardous materials', 'firefighting', 'technical rescue', 'emergency medical']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,23:59,00:00,00:00,00:00,21:00,00:00,23:59,12:00,23:59,10:00,15:00,20:00,23:00
122,Löschbezirk Altforweiler,OPERATIONAL,49.2735949,6.708023799999999,Überherrn,ChIJ2cHvjMKplUcRKbL_y8d6SiQ,"['technical rescue', 'emergency medical']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
123,Freiwillige Feuerwehr Tholey Löschbezirk Hasborn-Dautweiler,OPERATIONAL,49.4871688,6.9765919,"Am Waldstadion 16, Tholey",ChIJq2RZ9NuXlUcRpuhUjvSxCdE,"['hazardous materials', 'technical rescue', 'firefighting']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
124,Freiwillige Feuerwehr Bachem,OPERATIONAL,49.4779243,6.705565699999999,"Quellenstraße 1, Losheim am See",ChIJD_NBwMIKlUcR8J2kNiqaMuc,"['hazardous materials', 'technical rescue', 'firefighting']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
125,Freiwillige Feuerwehr Saarhölzbach,OPERATIONAL,49.51452829999999,6.6055869,"Bachstraße, Mettlach",ChIJldXHPCZzlUcR3ZEY4H2-P-A,"['firefighting', 'technical rescue', 'emergency medical', 'hazardous materials']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,14:00,00:00,23:59,08:00,16:00,00:00,00:00,11:00,23:59,01:00,07:00,10:00,23:59
126,Freiwillige Feuerwehr Neunkirchen - Lbz. Wellesweiler,OPERATIONAL,49.3470368,7.225213399999999,"Berthold-Günther-Platz, Neunkirchen",ChIJo6dKbTLElUcROLtHzW-W-KE,"['hazardous materials', 'technical rescue']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
127,Freiwillige Feuerwehr Lebach - Löschbezirk 8 Niedersaubach,OPERATIONAL,49.4230307,6.9186309,"Geranienweg 1B, Lebach",ChIJtX6YhjejlUcRxXP6Zhq09fI,['emergency medical'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
128,"Freiwillige Feuerwehr, Löschbezirk Mettlach",OPERATIONAL,49.49402,6.5979076,"Bahnhofstraße, Mettlach",ChIJtwekIC4NlUcRA0w1loppalY,"['hazardous materials', 'firefighting', 'technical rescue', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
129,Feuerwehr Nohn,OPERATIONAL,49.4844962,6.5409486,"Johann-Biewer-Straße 2, Mettlach",ChIJyblNdU4TlUcR4S0MW7cm7Ws,"['technical rescue', 'hazardous materials', 'emergency medical', 'firefighting']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,23:59,09:00,23:59,00:00,23:00,00:00,23:59,14:00,23:59,14:00,21:00,00:00,23:59
130,Freiwillige Feuerwehr Tuensdorf,OPERATIONAL,49.4772831,6.501066600000001,Mettlach,ChIJgefApPoSlUcRGF4C8rX-Q30,"['firefighting', 'hazardous materials']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
131,Freiwillige Feuerwehr Orscholz,OPERATIONAL,49.50733839999999,6.5277065,"Moselstraße 68, Mettlach",ChIJCT6EUBxtlUcRdSVOmZ8c4rw,['hazardous materials'],3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
132,Feuerwehr Weiten,OPERATIONAL,49.5290135,6.539007600000001,"Lothringer Str. 13, Mettlach",ChIJ_Y8QX2ptlUcRjquVYwYsgIw,"['firefighting', 'hazardous materials', 'emergency medical', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
133,Feuerwache Heusweiler.,CLOSED_PERMANENTLY,49.3402873,6.933265899999999,"Trierer Str. 36, Heusweiler",ChIJFzMRKPq7lUcRIt7J4IqrnFI,"['technical rescue', 'firefighting', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,19:00,23:59,00:00,00:00,09:00,19:00,04:00,19:00,00:00,23:59,00:00,23:59,20:00,23:59
134,"Freiwillige Feuerwehr, Löschbezirk Wiesbach",OPERATIONAL,49.3696835,6.9808093,"Kirchenstraße 3A, Eppelborn",ChIJbZI17bq7lUcRkKqiJkgWRXk,"['hazardous materials', 'technical rescue', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
135,"Feuerwehr Illingen, Lbz. Uchtelfangen",OPERATIONAL,49.3765247,7.0185302,"In d. Gaß 1, Illingen",ChIJtb1a_F-5lUcRcMssSZTaxoA,['firefighting'],7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,23:59,15:00,23:59,00:00,23:00,09:00,09:00,16:00,18:00,00:00,23:59,00:00,23:59
136,Feuerwehr Eppelborn - Löschbezirk Habach,OPERATIONAL,49.3814942,6.952353400000001,"Großwaldstraße 15, Eppelborn",ChIJN26Lwmy7lUcRyi4BED8CIcI,"['firefighting', 'hazardous materials']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,17:00,23:59,04:00,23:59,00:00,20:00,10:00,17:00
137,Freiwillige Feuerwehr Löschzug Dreisbach,OPERATIONAL,49.4843494,6.5664221,"Deltstraße 8, Mettlach",ChIJy11yPEANlUcRARCKGVM7mwI,['technical rescue'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
138,Freiwillige Feuerwehr,OPERATIONAL,49.4767873,6.5110793,"Mühlenstraße 5, Mettlach",ChIJlXXTEfISlUcRsFGnB79jjA4,['technical rescue'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
139,Freiwillige Feuerwehr Faha,OPERATIONAL,49.52643699999999,6.4892489,"Am Rosenberg 5, Mettlach",ChIJBSuyOsNslUcRUuYmecjHfGM,['hazardous materials'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
140,Freiwillige Feuerwehr Aßweiler,OPERATIONAL,49.2172154,7.1876175,"Seelbacher Str. 2b, Blieskastel",ChIJaRqf7wPMlUcRCghMiU68yJY,"['emergency medical', 'technical rescue', 'firefighting']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,21:00,20:00,20:00,21:00,18:00,14:00,20:00,03:00,23:59,09:00,21:00,14:00,09:00
141,Feuerwehr Kirkel-Neuhäusel,OPERATIONAL,49.2871683,7.230209999999999,"Eisenbahnstraße 15, Kirkel",ChIJCag_2BnPlUcREH8p718yKlM,"['emergency medical', 'firefighting', 'hazardous materials', 'technical rescue']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
142,"Freiwillige Feuerwehr Lebach, Löschbezirk 10 Thalexweiler",OPERATIONAL,49.4445042,6.9615893,"Schaumbergstraße 93, Lebach",ChIJK7quLxm9lUcRtq0yVKkAQP4,"['emergency medical', 'technical rescue', 'hazardous materials']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
143,Freiwillige Feuerwehr Nunkirchen,OPERATIONAL,49.4889497,6.8364287,"Weiskircher Str. 9, Wadern",ChIJwQQNhf2hlUcRT-gKJqJhsBM,"['emergency medical', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,09:00,20:00,08:00,00:00,06:00,23:59,00:00,23:59,12:00,23:59,12:00,23:59,00:00,17:00
144,Feuerwehrgerätehaus,OPERATIONAL,49.5294088,6.925076499999999,"Turmstraße 12, Wadern",ChIJkeHiGbSZlUcRz8H00LGdQHU,"['firefighting', 'hazardous materials', 'technical rescue']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,23:59,21:00,23:59,21:00,23:59,09:00,23:00,00:00,23:59,21:00,15:00,00:00,23:59
145,Freiwillige Feuerwehr Löstertal,OPERATIONAL,49.5640131,6.9282755,"Kasteler Str. 5, Wadern",ChIJ7d97gk6ZlUcR2bXqNmi0Qyk,['emergency medical'],5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
146,Freiwillige Feuerwehr Kastel,OPERATIONAL,49.5707801,6.968638899999999,"Im Brühl 6, Nonnweiler",ChIJ7SUMYwealUcRv8b7TK0sfL0,['emergency medical'],5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,23:59,17:00,23:59,22:00,23:59,00:00,23:59,00:00,18:00,00:00,23:59,00:00,00:00
147,Freiwillige Feuerwehr -LBZ Kastel,OPERATIONAL,49.5717459,6.9700475,"In d. Meß 8, Nonnweiler",ChIJCdoo6aiQlUcRgsdv4J8NO3A,['technical rescue'],8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
148,Freiwillige Feuerwehr Morscholz,OPERATIONAL,49.5588963,6.8589959,"Probsteistraße 2, Wadern",ChIJhX27AwKflUcRio-sRT-JgCs,"['technical rescue', 'emergency medical', 'hazardous materials']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
149,Freiwillige Feuerwehr Wadgassen Löschbezirk Mitte,OPERATIONAL,49.25921229999999,6.8091933,"Sengsterstraße 14, Wadgassen",ChIJ6zKdaT-vlUcRy2lhOv3S8dk,"['emergency medical', 'technical rescue']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,23:00,23:59,00:00,23:59,00:00,23:59,00:00,07:00,15:00,00:00,00:00,23:59,00:00,23:59
150,Freiwillige Feuerwehr Werbeln,OPERATIONAL,49.2454695,6.795926499999999,"Zum Mühlenbach 1, Wadgassen",ChIJwbUzTQKslUcR8KP5g0mVA5s,['firefighting'],5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
151,Freiwillige Feuerwehr Blickweiler,OPERATIONAL,49.2130406,7.252604400000001,"Blieskasteler Str. 6, Blieskastel",ChIJCUHhMADNlUcRFHq1vla-Qzk,"['firefighting', 'hazardous materials', 'emergency medical', 'technical rescue']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
152,Feuerwehrgerätehaus,OPERATIONAL,49.3533912,6.8095069,"Wilhelmstraße 9, Saarwellingen",ChIJO5sVP3SmlUcR0t8Gp97DDZM,"['firefighting', 'emergency medical', 'hazardous materials', 'technical rescue']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Sunday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
153,Feuerwehr Saarwellingen,OPERATIONAL,49.3534079,6.8093872,"Schloßstraße 31-33, Saarwellingen",ChIJ5bUxtXWmlUcRlwWPieLZsFM,"['hazardous materials', 'technical rescue', 'emergency medical', 'firefighting']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,11:00,19:00,00:00,21:00,00:00,23:59,00:00,23:59,00:00,03:00,00:00,21:00,07:00,23:59
154,Freiwillige Feuerwehr LBZ Primsweiler,OPERATIONAL,49.4082724,6.8565837,"Von-Stauffenberg-Straße 3, Schmelz",ChIJPQ_z0o2jlUcR6TouTh0dVec,"['technical rescue', 'hazardous materials', 'firefighting', 'emergency medical']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,23:59,06:00,23:59,00:00,23:59,00:00,10:00,04:00,18:00,00:00,23:59,21:00,23:59
155,"Feuerwehr Illingen, Lbz. Welschbach",OPERATIONAL,49.3960844,7.0891375,"Querstraße 11, Illingen",ChIJ4Yo_4TO_lUcRdkrg4pkWjU8,['emergency medical'],2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,13:00,23:59,00:00,23:00,00:00,23:59,23:00,23:59,00:00,21:00,00:00,22:00,00:00,20:00
